Keyword,#,Name,Phone,Website,Country,"Country code",City,Category,"Category List",Likes,"Talking about","Facebook ID","Facebook Url","Facebook Page Link","P2S Website"
"Bed & Breakfast Accommodation",59,"Purcell House Conference & Accommodation",018520754,http://www.purcellhouse.ie,Ireland,353,Dublin,"Business services","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",187,3,425687537557647,http://www.facebook.com/425687537557647,"=HYPERLINK(""http://www.facebook.com/425687537557647/?sk=info"", ""425687537557647"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:425687537557647"", ""Create"")"
"Bed & Breakfast Accommodation",60,"Block Island Accommodations","(401) 466-2912",www.BlockIslandBedandBreakfast.com,"United States",1,"New Shoreham",Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",669,4,183512891700395,http://www.facebook.com/183512891700395,"=HYPERLINK(""http://www.facebook.com/183512891700395/?sk=info"", ""183512891700395"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:183512891700395"", ""Create"")"
"Bed & Breakfast Accommodation",61,"Imperial Summer Accommodation","+44(0) 20 7594 9507/11",http://www.imperial.ac.uk/summeraccommodation,"United Kingdom",44,London,Hotel,"[{""id"":""164243073639257"",""name"":""Hotel""},{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",4533,2,141102015905300,http://www.facebook.com/141102015905300,"=HYPERLINK(""http://www.facebook.com/141102015905300/?sk=info"", ""141102015905300"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:141102015905300"", ""Create"")"
"Bed & Breakfast Accommodation",62,"Welcome Springs Remedial Massage and B&B Accommodation At Victor Harbor","+61 8 8554 9503",http://www.welcomesprings.com.au,Australia,61,"Victor Harbor",Hotel,"[{""id"":""109578329118821"",""name"":""Massage""},{""id"":""189006297788323"",""name"":""Cottage""},{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",296,14,164899743574444,http://www.facebook.com/164899743574444,"=HYPERLINK(""http://www.facebook.com/164899743574444/?sk=info"", ""164899743574444"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:164899743574444"", ""Create"")"
"Bed & Breakfast Accommodation",63,"Camfield House / Riverside Accommodation",07711215823,http://www.riversideaccommodation.co.uk,"United Kingdom",44,Thurso,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",318,9,1487137924849885,http://www.facebook.com/1487137924849885,"=HYPERLINK(""http://www.facebook.com/1487137924849885/?sk=info"", ""1487137924849885"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:1487137924849885"", ""Create"")"
"Bed & Breakfast Accommodation",64,"Ardmorn Holiday Accommodation","01470 521354",http://www.ardmorn.com,"United Kingdom",44,Dunvegan,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""192686080759400"",""name"":""Vacation Home Rental""}]",160,53,705298732834976,http://www.facebook.com/705298732834976,"=HYPERLINK(""http://www.facebook.com/705298732834976/?sk=info"", ""705298732834976"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:705298732834976"", ""Create"")"
"Bed & Breakfast Accommodation",65,"Cysgod y Coed B&B and Self Catering Accommodation for 2","01678 520036 or 07896634483",www.cysgod-y-coed.co.uk,"United Kingdom",44,Bala,"Local business","[{""id"":""192686080759400"",""name"":""Vacation Home Rental""},{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",178,8,149269200841,http://www.facebook.com/149269200841,"=HYPERLINK(""http://www.facebook.com/149269200841/?sk=info"", ""149269200841"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:149269200841"", ""Create"")"
"Bed & Breakfast Accommodation",66,"Parnella Accommodation Bruny Island & Kettering",+61418125966,http://www.parnella.com,Australia,61,Kettering,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""192686080759400"",""name"":""Vacation Home Rental""}]",117,,306764862764647,http://www.facebook.com/306764862764647,"=HYPERLINK(""http://www.facebook.com/306764862764647/?sk=info"", ""306764862764647"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:306764862764647"", ""Create"")"
"Bed & Breakfast Accommodation",67,"Dsquare Accommodation","+39 3397539014",http://www.dantesquare.com,Italy,39,Naples,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",174,,230518883822914,http://www.facebook.com/230518883822914,"=HYPERLINK(""http://www.facebook.com/230518883822914/?sk=info"", ""230518883822914"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:230518883822914"", ""Create"")"
"Bed & Breakfast Accommodation",68,"The Pebley Inn, Pub, Restaurant and Accommodation.",01246810327,http://www.thepebleyinn.co.uk/,"United Kingdom",44,Chesterfield,Bar,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""273819889375819"",""name"":""Restaurant""},{""id"":""218693881483234"",""name"":""Pub""}]",442,80,535144159919583,http://www.facebook.com/535144159919583,"=HYPERLINK(""http://www.facebook.com/535144159919583/?sk=info"", ""535144159919583"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:535144159919583"", ""Create"")"
"Bed & Breakfast Accommodation",69,"Pedfield Country House B&B Accommodation New Zealand","+64 7 824 0982",http://www.pedfieldcountryhouse.co.nz,"New Zealand",64,Hamilton,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",177,7,110049399008869,http://www.facebook.com/110049399008869,"=HYPERLINK(""http://www.facebook.com/110049399008869/?sk=info"", ""110049399008869"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:110049399008869"", ""Create"")"
"Bed & Breakfast Accommodation",70,"Friday Island Beach House, Accommodation, and Restaurant",0227722634,www.fridayisland.co.za,"South Africa",27,Langebaan,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",409,7,157489501004149,http://www.facebook.com/157489501004149,"=HYPERLINK(""http://www.facebook.com/157489501004149/?sk=info"", ""157489501004149"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:157489501004149"", ""Create"")"
"Bed & Breakfast Accommodation",71,"Tigri Tours, Restaurant and Accommodation",0094771048202,,"Sri Lanka",94,Hikkaduwa,Restaurant/cafe,"[{""id"":""124861974254366"",""name"":""Tours & Sightseeing""},{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""273819889375819"",""name"":""Restaurant""}]",199,11,122306271239022,http://www.facebook.com/122306271239022,"=HYPERLINK(""http://www.facebook.com/122306271239022/?sk=info"", ""122306271239022"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:122306271239022"", ""Create"")"
"Bed & Breakfast Accommodation",72,"31 Bluegum RISE B&B","+61 7 3202 9222",,Australia,61,Brisbane,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",381,1,780150458663905,http://www.facebook.com/780150458663905,"=HYPERLINK(""http://www.facebook.com/780150458663905/?sk=info"", ""780150458663905"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:780150458663905"", ""Create"")"
"Bed & Breakfast Accommodation",73,"Ashleigh Hire, Anglesey - Accommodation & Lettings","01248 421980 or 07710 257651 or 07794 184054",http://www.airbnb.co.uk,"United Kingdom",44,Gaerwen,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",154,6,892809884081438,http://www.facebook.com/892809884081438,"=HYPERLINK(""http://www.facebook.com/892809884081438/?sk=info"", ""892809884081438"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:892809884081438"", ""Create"")"
"Bed & Breakfast Accommodation",74,"BroomeTown B&B - Boutique Accommodation","08 91922006",www.broometown.com.au,Australia,61,Broome,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",897,15,472483005401,http://www.facebook.com/472483005401,"=HYPERLINK(""http://www.facebook.com/472483005401/?sk=info"", ""472483005401"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:472483005401"", ""Create"")"
"Bed & Breakfast Accommodation",75,"Willow Creek Mangawhai Boutique B&B/Holiday Rental Accommodation",+6421952985,http://www.willowcreekmangawhai.squarespace.com,"New Zealand",64,Mangawhai,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",39,18,623016394481480,http://www.facebook.com/623016394481480,"=HYPERLINK(""http://www.facebook.com/623016394481480/?sk=info"", ""623016394481480"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:623016394481480"", ""Create"")"
"Bed & Breakfast Accommodation",76,"Cirque du Bo-lei, Greyton Accommodation","(028) 2549740 or 0824900059",,"South Africa",27,Greyton,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""192686080759400"",""name"":""Vacation Home Rental""},{""id"":""187004854667366"",""name"":""Campground""}]",62,8,1446805455560752,http://www.facebook.com/1446805455560752,"=HYPERLINK(""http://www.facebook.com/1446805455560752/?sk=info"", ""1446805455560752"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:1446805455560752"", ""Create"")"
"Bed & Breakfast Accommodation",77,"Bakkies B&B Wellington Accommodation","27 (0)82 783 1776",http://www.bakkiesbb.com/,"South Africa",27,Wellington,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""139721016091877"",""name"":""Outdoor Recreation""},{""id"":""134015953331113"",""name"":""Convention Center""}]",395,7,127940670743337,http://www.facebook.com/127940670743337,"=HYPERLINK(""http://www.facebook.com/127940670743337/?sk=info"", ""127940670743337"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:127940670743337"", ""Create"")"
"Bed & Breakfast Accommodation",78,"Pumula Accommodation B&B",0812478282,http://www.pumula-accommodation-namibia.com,Namibia,264,Windhoek,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",78,1,1391015644453345,http://www.facebook.com/1391015644453345,"=HYPERLINK(""http://www.facebook.com/1391015644453345/?sk=info"", ""1391015644453345"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:1391015644453345"", ""Create"")"
"Bed & Breakfast Accommodation",79,"Pensione Symi Accommodation",0785540167,http://www.symipaternoster.co.za/,"South Africa",27,Paternoster,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""164243073639257"",""name"":""Hotel""}]",112,8,595199403934682,http://www.facebook.com/595199403934682,"=HYPERLINK(""http://www.facebook.com/595199403934682/?sk=info"", ""595199403934682"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:595199403934682"", ""Create"")"
"Bed & Breakfast Accommodation",80,"Akweja B&B Accommodation CC","27-11 867-4010 // 072 401 0001",www.akweja.co.za,"South Africa",27,Alberton,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""164243073639257"",""name"":""Hotel""}]",95,5,216591561697128,http://www.facebook.com/216591561697128,"=HYPERLINK(""http://www.facebook.com/216591561697128/?sk=info"", ""216591561697128"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:216591561697128"", ""Create"")"
"Bed & Breakfast Accommodation",81,"Drumcreehy House - Sea View Accommodation -  B&B in Ballyvaughan / Ireland","+353 (0) 65 7077377",www.drumcreehyhouse.com,Ireland,353,Ballyvaughan,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",243,1,106504022704454,http://www.facebook.com/106504022704454,"=HYPERLINK(""http://www.facebook.com/106504022704454/?sk=info"", ""106504022704454"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:106504022704454"", ""Create"")"
"Bed & Breakfast Accommodation",82,"Kokopelli Inn :: Estes Park, Colorado B&B, Inn, Hotel Accommodation","(970) 586-4420",http://www.kokopelliinn.net,"United States",1,"Estes Park",Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",156,,111153712249961,http://www.facebook.com/111153712249961,"=HYPERLINK(""http://www.facebook.com/111153712249961/?sk=info"", ""111153712249961"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:111153712249961"", ""Create"")"
"Bed & Breakfast Accommodation",83,"Tranquillity Gardens Self Contained Accommodation","0499 004 704",http://www.tranquillitygardens.com.au,Australia,61,Legana,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",79,,753234921400353,http://www.facebook.com/753234921400353,"=HYPERLINK(""http://www.facebook.com/753234921400353/?sk=info"", ""753234921400353"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:753234921400353"", ""Create"")"
"Bed & Breakfast Accommodation",84,"Aira Lodge Accommodation",0860649545,http://www.airalodgekinvara.com,Ireland,353,Galway,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",771,,119166104942367,http://www.facebook.com/119166104942367,"=HYPERLINK(""http://www.facebook.com/119166104942367/?sk=info"", ""119166104942367"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:119166104942367"", ""Create"")"
"Bed & Breakfast Accommodation",85,"Sutherland Accommodation / Kambro Kind B & B","+27 23 571 1405",http://www.sutherlandaccommodation.com,"South Africa",27,Sutherland,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",24,,270725319777422,http://www.facebook.com/270725319777422,"=HYPERLINK(""http://www.facebook.com/270725319777422/?sk=info"", ""270725319777422"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:270725319777422"", ""Create"")"
"Bed & Breakfast Accommodation",86,"Damodar Nivas', Nature tourism & Budget Accommodation at Dhamapur.",,,India,91,Malwan,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",87,,660471600663979,http://www.facebook.com/660471600663979,"=HYPERLINK(""http://www.facebook.com/660471600663979/?sk=info"", ""660471600663979"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:660471600663979"", ""Create"")"
"Bed & Breakfast Accommodation",87,"McCarthy Lakehouse Maleny Accommodation",0400771143,,Australia,61,Maleny,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",109,1,1506448709566781,http://www.facebook.com/1506448709566781,"=HYPERLINK(""http://www.facebook.com/1506448709566781/?sk=info"", ""1506448709566781"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:1506448709566781"", ""Create"")"
"Bed & Breakfast Accommodation",88,"Bed & Breakfast Accommodations of Fredericksburg","(830) 997-3049",,"United States",1,Fredericksburg,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",4,,117618904931327,http://www.facebook.com/117618904931327,"=HYPERLINK(""http://www.facebook.com/117618904931327/?sk=info"", ""117618904931327"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:117618904931327"", ""Create"")"
"Bed & Breakfast Accommodation",89,"Accommodation On George B&B","0363 982413 or (mobile) 0417 516 211",www.accommodationongeorgebandb.com.au,Australia,61,Perth,"Attractions/things to do","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",45,,231244573592139,http://www.facebook.com/231244573592139,"=HYPERLINK(""http://www.facebook.com/231244573592139/?sk=info"", ""231244573592139"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:231244573592139"", ""Create"")"
"Bed & Breakfast Accommodation",90,"Seaview Rates and Accommodation",05841583,,Ireland,353,Waterford,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",58,,1454681368111528,http://www.facebook.com/1454681368111528,"=HYPERLINK(""http://www.facebook.com/1454681368111528/?sk=info"", ""1454681368111528"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:1454681368111528"", ""Create"")"
"Bed & Breakfast Accommodation",91,"Drifted Away - Luxury Accommodation at Valla Beach",0400649960,<<not-applicable>>,Australia,61,Valla,"Attractions/things to do","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",456,7,199284046889559,http://www.facebook.com/199284046889559,"=HYPERLINK(""http://www.facebook.com/199284046889559/?sk=info"", ""199284046889559"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:199284046889559"", ""Create"")"
"Bed & Breakfast Accommodation",92,"Potters Croft Accommodation & Garden","(03) 3048865",http://www.potterscroft.co.nz,"New Zealand",64,Akaroa,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""211155112228091"",""name"":""Event Venue""}]",70,,1412290548994096,http://www.facebook.com/1412290548994096,"=HYPERLINK(""http://www.facebook.com/1412290548994096/?sk=info"", ""1412290548994096"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:1412290548994096"", ""Create"")"
"Bed & Breakfast Accommodation",93,"Siam Classic Inn & Spa, Potsdam NY Accommodations","(866) 223-7293",www.siamclassicinnandspa.com,"United States",1,Potsdam,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",136,5,293563873999614,http://www.facebook.com/293563873999614,"=HYPERLINK(""http://www.facebook.com/293563873999614/?sk=info"", ""293563873999614"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:293563873999614"", ""Create"")"
"Bed & Breakfast Accommodation",94,"Jan's B & B Accommodation","07 3204 1332",http://www.jans-accommodation.com.au/index.html,Australia,61,Redcliffe,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""192686080759400"",""name"":""Vacation Home Rental""},{""id"":""164243073639257"",""name"":""Hotel""}]",43,,164471183700419,http://www.facebook.com/164471183700419,"=HYPERLINK(""http://www.facebook.com/164471183700419/?sk=info"", ""164471183700419"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:164471183700419"", ""Create"")"
"Bed & Breakfast Accommodation",95,"The Quiver Tree B&B Accommodation Langebaan",+27836977321,www.thequivertree.net,"South Africa",27,Langebaan,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""164243073639257"",""name"":""Hotel""}]",182,14,115855268496450,http://www.facebook.com/115855268496450,"=HYPERLINK(""http://www.facebook.com/115855268496450/?sk=info"", ""115855268496450"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:115855268496450"", ""Create"")"
"Bed & Breakfast Accommodation",96,"Bed & Breakfast Accommodations Inc","(413) 582-9888",,"United States",1,Florence,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""164243073639257"",""name"":""Hotel""}]",,,113781698652108,http://www.facebook.com/113781698652108,"=HYPERLINK(""http://www.facebook.com/113781698652108/?sk=info"", ""113781698652108"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:113781698652108"", ""Create"")"
"Bed & Breakfast Accommodation",97,"Il Porto Vecchio B&B Accommodation","(+39) 079523212 ",www.bbstintino.com,Italy,39,Stintino,Tours/sightseeing,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",779,1,74156812389,http://www.facebook.com/74156812389,"=HYPERLINK(""http://www.facebook.com/74156812389/?sk=info"", ""74156812389"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:74156812389"", ""Create"")"
"Bed & Breakfast Accommodation",98,"Bed & Breakfast Accommodations In Berkeley","(510) 548-7556",,"United States",1,Berkeley,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",1,,115282508491290,http://www.facebook.com/115282508491290,"=HYPERLINK(""http://www.facebook.com/115282508491290/?sk=info"", ""115282508491290"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:115282508491290"", ""Create"")"
"Bed & Breakfast Accommodation",99,"Joy's Self Catering and B&B Fish Hoek Accommodation","+27 21 7821930",www.joys.co.za,"South Africa",27,"Cape Town",Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",163,1,149072211779313,http://www.facebook.com/149072211779313,"=HYPERLINK(""http://www.facebook.com/149072211779313/?sk=info"", ""149072211779313"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:149072211779313"", ""Create"")"
"Bed & Breakfast Accommodation",100,"Elm Lodge Golf & Accommodation",1584-872308,http://www.elm-lodge.org.uk,"United Kingdom",44,Ludlow,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",1,,1396958443910741,http://www.facebook.com/1396958443910741,"=HYPERLINK(""http://www.facebook.com/1396958443910741/?sk=info"", ""1396958443910741"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:1396958443910741"", ""Create"")"
"Bed & Breakfast Accommodation",101,"Bed&Breakfast, Guesthouse, Private accommodation",00385981832359,http://branka.com.hr,Croatia,385,Labin,"Local business","[{""id"":""197289820310880"",""name"":""Home""}]",2,,426651890720308,http://www.facebook.com/426651890720308,"=HYPERLINK(""http://www.facebook.com/426651890720308/?sk=info"", ""426651890720308"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:426651890720308"", ""Create"")"
"Bed & Breakfast Accommodation",102,"Tiers View Bed & Breakfast Accommodation","0883897827 or Mobile 0410149850",http://tiersview.com.au,Australia,61,Woodside,"Attractions/things to do","[{""id"":""2523"",""name"":""Attractions\/Things to Do""}]",2,,502299129786713,http://www.facebook.com/502299129786713,"=HYPERLINK(""http://www.facebook.com/502299129786713/?sk=info"", ""502299129786713"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:502299129786713"", ""Create"")"
"Bed & Breakfast Accommodation",103,"Canice Mooney Guest House - B&B and Self Catering Accommodation Co. Leitrim","086 3785902         ",http://www.selfcateringleitrim.com,Ireland,353,Drumshambo,"Local business","[{""id"":""110321355709642"",""name"":""Bed and Breakfast""}]",214,10,184479301604707,http://www.facebook.com/184479301604707,"=HYPERLINK(""http://www.facebook.com/184479301604707/?sk=info"", ""184479301604707"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:184479301604707"", ""Create"")"
"Bed & Breakfast Accommodation",104,"Desert Gem Accommodation and Shuttle Namibia",+264811273439,,Namibia,264,Swakopmund,Hotel,"[{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""170817119631096"",""name"":""Airport Shuttle""}]",1,,1539278819643183,http://www.facebook.com/1539278819643183,"=HYPERLINK(""http://www.facebook.com/1539278819643183/?sk=info"", ""1539278819643183"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:1539278819643183"", ""Create"")"
"Bed & Breakfast Accommodation",105,"Derbyshire Hotel Bed and Breakfast B&B Directory Belper","07967 409424","http://belperbedandbreakfast.wordpress.com/ http://bedandbreakfastbelper.wordpress.com/","United Kingdom",44,Belper,Hotel,"[{""id"":""164243073639257"",""name"":""Hotel""},{""id"":""110321355709642"",""name"":""Bed and Breakfast""},{""id"":""191173027579272"",""name"":""Wedding Planning""}]",10,,450687055046000,http://www.facebook.com/450687055046000,"=HYPERLINK(""http://www.facebook.com/450687055046000/?sk=info"", ""450687055046000"")","=HYPERLINK(""http://builder.page2site.com/sites/add/fbid:450687055046000"", ""Create"")"
